id	title	description	link	image_link	price	brand	availability	condition	item_group_id	color	size	product_type	shipping_weight	sku
WLLKGPH75TCMV3PGCY6HNKG3-tassar-l	Jamdani Kurta | Bengali Handwoven Kurta for Men | Sydney - Tassar / L	Jamdani Kurta A finely handwoven Bengali kurta, crafted using the traditional Jamdani technique — intricate motifs woven directly into the fabric rather than embroidered on top, resulting in a light, breathable weave with a subtle, elegant texture. Featuring geometric/floral/paisley Jamdani patterns through the body, with a mandarin collar and classic button closure, this kurta for men celebrates authentic Bengali heritage craftsmanship within our mens indian traditional wear collection. Pairs beautifully with a matching churidar or dhoti for a complete festive dhoti kurta look. Fabric: Jamdani cotton Neckline: Mandarin collar Design Detail: Traditional handwoven Jamdani motifs, woven throughout the fabric Sleeves: Full sleeve Includes: Kurta only (pairs with our churidar or dhoti — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, weddings, celebrations, semi-formal wear	https://www.mantysdesicloset.com/product/jamdani-kurta/WLLKGPH75TCMV3PGCY6HNKG3	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/IKLBFZT7EFR3DMEQ45KNILSW.jpeg	74.99 AUD	Manty's Desi Closet	in_stock	new	WLLKGPH75TCMV3PGCY6HNKG3	Tassar	L	Men's Kurta > Jamdani	0.6 kg	2655919
WLLKGPH75TCMV3PGCY6HNKG3-white-xl	Jamdani Kurta | Bengali Handwoven Kurta for Men | Sydney - White / XL	Jamdani Kurta A finely handwoven Bengali kurta, crafted using the traditional Jamdani technique — intricate motifs woven directly into the fabric rather than embroidered on top, resulting in a light, breathable weave with a subtle, elegant texture. Featuring geometric/floral/paisley Jamdani patterns through the body, with a mandarin collar and classic button closure, this kurta for men celebrates authentic Bengali heritage craftsmanship within our mens indian traditional wear collection. Pairs beautifully with a matching churidar or dhoti for a complete festive dhoti kurta look. Fabric: Jamdani cotton Neckline: Mandarin collar Design Detail: Traditional handwoven Jamdani motifs, woven throughout the fabric Sleeves: Full sleeve Includes: Kurta only (pairs with our churidar or dhoti — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, weddings, celebrations, semi-formal wear	https://www.mantysdesicloset.com/product/jamdani-kurta/WLLKGPH75TCMV3PGCY6HNKG3	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/DUVHFFB6JAXC5XXXZCLEO3KU.jpeg	74.99 AUD	Manty's Desi Closet	in_stock	new	WLLKGPH75TCMV3PGCY6HNKG3	White	XL	Men's Kurta > Jamdani	0.6 kg	Q276075
WLLKGPH75TCMV3PGCY6HNKG3-tassar-xl	Jamdani Kurta | Bengali Handwoven Kurta for Men | Sydney - Tassar / XL	Jamdani Kurta A finely handwoven Bengali kurta, crafted using the traditional Jamdani technique — intricate motifs woven directly into the fabric rather than embroidered on top, resulting in a light, breathable weave with a subtle, elegant texture. Featuring geometric/floral/paisley Jamdani patterns through the body, with a mandarin collar and classic button closure, this kurta for men celebrates authentic Bengali heritage craftsmanship within our mens indian traditional wear collection. Pairs beautifully with a matching churidar or dhoti for a complete festive dhoti kurta look. Fabric: Jamdani cotton Neckline: Mandarin collar Design Detail: Traditional handwoven Jamdani motifs, woven throughout the fabric Sleeves: Full sleeve Includes: Kurta only (pairs with our churidar or dhoti — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, weddings, celebrations, semi-formal wear	https://www.mantysdesicloset.com/product/jamdani-kurta/WLLKGPH75TCMV3PGCY6HNKG3		74.99 AUD	Manty's Desi Closet	out_of_stock	new	WLLKGPH75TCMV3PGCY6HNKG3	Tassar	XL	Men's Kurta > Jamdani	0.6 kg	A404385
WS7IP5JNCI6VOYE36L7PDLUR-emerald-l	Zari Kurta | Designer Silk Kurta for Men | Sydney - Emerald / L	Silk Zari Kurta A rich silk kurta for men, finished with intricate gold zari embroidery across the mandarin collar, button placket, sleeves, and scattered floral booti motifs through the body. Full sleeves with embroidered cuffs, a knee-length fit, and classic button closure make this a designer statement piece within our mens indian traditional wear collection — crafted for those who want opulent detailing for their most special occasions. Pairs beautifully with a matching cream/red churidar or dhoti for a complete festive dhoti kurta look. Fabric: Silk blend Color: Emerald & White with gold embroidery Neckline: Mandarin collar, embroidered panel Sleeves: Full sleeve, embroidered cuffs Includes: Kurta only (pairs with our cream/red churidar/dhoti — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, weddings, celebrations	https://www.mantysdesicloset.com/product/zari-kurta/WS7IP5JNCI6VOYE36L7PDLUR	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/63SLXQPGK6CRQCS7NAYIAWQ5.jpeg	64.99 AUD	Manty's Desi Closet	in_stock	new	WS7IP5JNCI6VOYE36L7PDLUR	Emerald	L	Men's Kurta > Zari work	0.6 kg	735922M
WS7IP5JNCI6VOYE36L7PDLUR-white-l	Zari Kurta | Designer Silk Kurta for Men | Sydney - White / L	Silk Zari Kurta A rich silk kurta for men, finished with intricate gold zari embroidery across the mandarin collar, button placket, sleeves, and scattered floral booti motifs through the body. Full sleeves with embroidered cuffs, a knee-length fit, and classic button closure make this a designer statement piece within our mens indian traditional wear collection — crafted for those who want opulent detailing for their most special occasions. Pairs beautifully with a matching cream/red churidar or dhoti for a complete festive dhoti kurta look. Fabric: Silk blend Color: Emerald & White with gold embroidery Neckline: Mandarin collar, embroidered panel Sleeves: Full sleeve, embroidered cuffs Includes: Kurta only (pairs with our cream/red churidar/dhoti — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, weddings, celebrations	https://www.mantysdesicloset.com/product/zari-kurta/WS7IP5JNCI6VOYE36L7PDLUR	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/EDJKRA6YJGYR2HXVTNYHQT3R.jpeg	64.99 AUD	Manty's Desi Closet	in_stock	new	WS7IP5JNCI6VOYE36L7PDLUR	White	L	Men's Kurta > Zari work	0.6 kg	H225858
WS7IP5JNCI6VOYE36L7PDLUR-emerald-xl	Zari Kurta | Designer Silk Kurta for Men | Sydney - Emerald / XL	Silk Zari Kurta A rich silk kurta for men, finished with intricate gold zari embroidery across the mandarin collar, button placket, sleeves, and scattered floral booti motifs through the body. Full sleeves with embroidered cuffs, a knee-length fit, and classic button closure make this a designer statement piece within our mens indian traditional wear collection — crafted for those who want opulent detailing for their most special occasions. Pairs beautifully with a matching cream/red churidar or dhoti for a complete festive dhoti kurta look. Fabric: Silk blend Color: Emerald & White with gold embroidery Neckline: Mandarin collar, embroidered panel Sleeves: Full sleeve, embroidered cuffs Includes: Kurta only (pairs with our cream/red churidar/dhoti — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, weddings, celebrations	https://www.mantysdesicloset.com/product/zari-kurta/WS7IP5JNCI6VOYE36L7PDLUR	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/63SLXQPGK6CRQCS7NAYIAWQ5.jpeg	64.99 AUD	Manty's Desi Closet	in_stock	new	WS7IP5JNCI6VOYE36L7PDLUR	Emerald	XL	Men's Kurta > Zari work	0.6 kg	904375V
WS7IP5JNCI6VOYE36L7PDLUR-white-xl	Zari Kurta | Designer Silk Kurta for Men | Sydney - White / XL	Silk Zari Kurta A rich silk kurta for men, finished with intricate gold zari embroidery across the mandarin collar, button placket, sleeves, and scattered floral booti motifs through the body. Full sleeves with embroidered cuffs, a knee-length fit, and classic button closure make this a designer statement piece within our mens indian traditional wear collection — crafted for those who want opulent detailing for their most special occasions. Pairs beautifully with a matching cream/red churidar or dhoti for a complete festive dhoti kurta look. Fabric: Silk blend Color: Emerald & White with gold embroidery Neckline: Mandarin collar, embroidered panel Sleeves: Full sleeve, embroidered cuffs Includes: Kurta only (pairs with our cream/red churidar/dhoti — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, weddings, celebrations	https://www.mantysdesicloset.com/product/zari-kurta/WS7IP5JNCI6VOYE36L7PDLUR	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/EDJKRA6YJGYR2HXVTNYHQT3R.jpeg	64.99 AUD	Manty's Desi Closet	out_of_stock	new	WS7IP5JNCI6VOYE36L7PDLUR	White	XL	Men's Kurta > Zari work	0.6 kg	863590X
XBDFTDAVE5GAVPMJDY6VK3SC-black-one-size	Bengali Ready-to-Wear Fan Dhoti | Jacquard Border - Black / One Size	Bengali Ready-to-Wear Fan Dhoti with Jacquard border A modern take on the traditional dhoti — pre-stitched for effortless wear, no draping required. Lightweight and breathable, perfect for long festive days. Fabric : Cotton silk Color : Tassar, Black, Maroon Style : Ready-to-wear (pre-stitched, drawstring waist) Work/Detail : Plain, Jacquard trim border Length: Ankle-length Includes: Dhoti only Care : Dry clean only Origin: Made in India Fit note: One-size with adjustable waist Occasion: Festive, weddings, traditional ceremonies, everyday ethnic wear	https://www.mantysdesicloset.com/product/bengali-ready-to-wear-fan-dhoti-jacquard-border/XBDFTDAVE5GAVPMJDY6VK3SC	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/TMB7RWQ5JHQCMQQJUH7767RU.png	79.99 AUD	Manty's Desi Closet	in_stock	new	XBDFTDAVE5GAVPMJDY6VK3SC	Black	One Size	Men's Dhoti > Jacquard Dhoti	0.6 kg	2162561
XBDFTDAVE5GAVPMJDY6VK3SC-maroon-one-size	Bengali Ready-to-Wear Fan Dhoti | Jacquard Border - Maroon / One Size	Bengali Ready-to-Wear Fan Dhoti with Jacquard border A modern take on the traditional dhoti — pre-stitched for effortless wear, no draping required. Lightweight and breathable, perfect for long festive days. Fabric : Cotton silk Color : Tassar, Black, Maroon Style : Ready-to-wear (pre-stitched, drawstring waist) Work/Detail : Plain, Jacquard trim border Length: Ankle-length Includes: Dhoti only Care : Dry clean only Origin: Made in India Fit note: One-size with adjustable waist Occasion: Festive, weddings, traditional ceremonies, everyday ethnic wear	https://www.mantysdesicloset.com/product/bengali-ready-to-wear-fan-dhoti-jacquard-border/XBDFTDAVE5GAVPMJDY6VK3SC	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/3R4GAGCTZCWEVC4UP5MRZYUC.png	69.99 AUD	Manty's Desi Closet	in_stock	new	XBDFTDAVE5GAVPMJDY6VK3SC	Maroon	One Size	Men's Dhoti > Jacquard Dhoti	0.6 kg	6965113
XBDFTDAVE5GAVPMJDY6VK3SC-tassar-one-size	Bengali Ready-to-Wear Fan Dhoti | Jacquard Border - Tassar / One Size	Bengali Ready-to-Wear Fan Dhoti with Jacquard border A modern take on the traditional dhoti — pre-stitched for effortless wear, no draping required. Lightweight and breathable, perfect for long festive days. Fabric : Cotton silk Color : Tassar, Black, Maroon Style : Ready-to-wear (pre-stitched, drawstring waist) Work/Detail : Plain, Jacquard trim border Length: Ankle-length Includes: Dhoti only Care : Dry clean only Origin: Made in India Fit note: One-size with adjustable waist Occasion: Festive, weddings, traditional ceremonies, everyday ethnic wear	https://www.mantysdesicloset.com/product/bengali-ready-to-wear-fan-dhoti-jacquard-border/XBDFTDAVE5GAVPMJDY6VK3SC	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/22722FYX4UTIM2G5G32VQ3SW.png	69.99 AUD	Manty's Desi Closet	in_stock	new	XBDFTDAVE5GAVPMJDY6VK3SC	Tassar	One Size	Men's Dhoti > Jacquard Dhoti	0.6 kg	S497334
XGZFUDPMSZFPLBM7C34R46MA-magenta-l	Babumoshai Kurta | Bengali Embroidered Kurta | Sydney - Magenta / L	Babumoshai Kurta A statement piece rooted in traditional Bengali silhouettes, this Bengali kurta features an angrakha-style asymmetric neckline with an elegant side tie closure. Richly embroidered detailing traces the neckline and front placket, centred around a striking paisley motif at the chest, while delicate scattered booti motifs are worked throughout the body for a subtle all-over shimmer. Finished with matching embroidered cuffs for a coordinated look — a refined choice of cotton kurta for men who want authentic craftsmanship with a modern fit. Pairs beautifully with a matching churidar or dhoti for a complete festive ensemble, making this kurta for men a versatile pick for weddings, celebrations, and traditional ceremonies. Fabric: Cotton silk / Cotton Neckline: Angrakha-style asymmetric neckline with tie closure / hooks Design Detail: Embroidered paisley motif and border along the neckline and front, with scattered booti embroidery throughout the body Sleeves: Full sleeve with embroidered cuffs Includes: Kurta only (pairs with our churidar or dhoti — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, weddings, celebrations, traditional ceremonies	https://www.mantysdesicloset.com/product/babumoshai-kurta/XGZFUDPMSZFPLBM7C34R46MA	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/SKU7XREWOWRZASFDEGJHT5FU.jpeg	74.99 AUD	Manty's Desi Closet	in_stock	new	XGZFUDPMSZFPLBM7C34R46MA	Magenta	L	Men's Kurta > Babumoshai	0.6 kg	2456277
XGZFUDPMSZFPLBM7C34R46MA-navy-blue-l	Babumoshai Kurta | Bengali Embroidered Kurta | Sydney - Navy Blue / L	Babumoshai Kurta A statement piece rooted in traditional Bengali silhouettes, this Bengali kurta features an angrakha-style asymmetric neckline with an elegant side tie closure. Richly embroidered detailing traces the neckline and front placket, centred around a striking paisley motif at the chest, while delicate scattered booti motifs are worked throughout the body for a subtle all-over shimmer. Finished with matching embroidered cuffs for a coordinated look — a refined choice of cotton kurta for men who want authentic craftsmanship with a modern fit. Pairs beautifully with a matching churidar or dhoti for a complete festive ensemble, making this kurta for men a versatile pick for weddings, celebrations, and traditional ceremonies. Fabric: Cotton silk / Cotton Neckline: Angrakha-style asymmetric neckline with tie closure / hooks Design Detail: Embroidered paisley motif and border along the neckline and front, with scattered booti embroidery throughout the body Sleeves: Full sleeve with embroidered cuffs Includes: Kurta only (pairs with our churidar or dhoti — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, weddings, celebrations, traditional ceremonies	https://www.mantysdesicloset.com/product/babumoshai-kurta/XGZFUDPMSZFPLBM7C34R46MA	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/UGP4O5RVLJH363UG3ZZ7CZLA.jpeg	74.99 AUD	Manty's Desi Closet	in_stock	new	XGZFUDPMSZFPLBM7C34R46MA	Navy Blue	L	Men's Kurta > Babumoshai	0.6 kg	1478852
XGZFUDPMSZFPLBM7C34R46MA-bottle-green-l	Babumoshai Kurta | Bengali Embroidered Kurta | Sydney - Bottle Green / L	Babumoshai Kurta A statement piece rooted in traditional Bengali silhouettes, this Bengali kurta features an angrakha-style asymmetric neckline with an elegant side tie closure. Richly embroidered detailing traces the neckline and front placket, centred around a striking paisley motif at the chest, while delicate scattered booti motifs are worked throughout the body for a subtle all-over shimmer. Finished with matching embroidered cuffs for a coordinated look — a refined choice of cotton kurta for men who want authentic craftsmanship with a modern fit. Pairs beautifully with a matching churidar or dhoti for a complete festive ensemble, making this kurta for men a versatile pick for weddings, celebrations, and traditional ceremonies. Fabric: Cotton silk / Cotton Neckline: Angrakha-style asymmetric neckline with tie closure / hooks Design Detail: Embroidered paisley motif and border along the neckline and front, with scattered booti embroidery throughout the body Sleeves: Full sleeve with embroidered cuffs Includes: Kurta only (pairs with our churidar or dhoti — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, weddings, celebrations, traditional ceremonies	https://www.mantysdesicloset.com/product/babumoshai-kurta/XGZFUDPMSZFPLBM7C34R46MA	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/7WDGY5TQMTUGOLZGNYGN33BX.jpeg	74.99 AUD	Manty's Desi Closet	in_stock	new	XGZFUDPMSZFPLBM7C34R46MA	Bottle Green	L	Men's Kurta > Babumoshai	0.6 kg	1770408
